	sentence	masked_sen	label
1660	How is consumer electronics driving innovation in the U.S. and abroad?	How is consumer electronics [MASK] innovation in the U.S. and abroad?	1
1661	Luck loves those that expect it.	Luck [MASK] those that expect it.	1
1662	Teenagers wear attitude like a uniform.	Teenagers [MASK] attitude like a uniform.	1
1663	He was catching a flight to New York to attend a conference.	He was [MASK] a flight to New York to attend a conference.	1
1664	Envy eats away at your soul.	Envy [MASK] away at your soul.	1
1665	Some of the most disturbing data pointed to the physical pain.	Some of the most disturbing data [MASK] to the physical pain.	1
1666	Japanese advertisers pulled their ads off the air.	Japanese advertisers [MASK] their ads off the air.	1
1667	They wanted to close a deal with the Egyptians quickly.	They wanted to [MASK] a deal with the Egyptians quickly.	1
1668	The police closed the investigation.	The police [MASK] the investigation.	1
1669	Bicycle suffered major damage.	Bicycle [MASK] major damage.	1
1670	Just wanted to let you know Tori threw a temper tantrum and hit her head on the floor	Just wanted to let you know Tori [MASK] a temper tantrum and hit her head on the floor	1
1671	He started to look for other business opportunities and soon Fortune smiled at him.	He started to look for other business opportunities and soon Fortune [MASK] at him.	1
1672	For a brief moment this week, excitement filled the streets of both Havana and Miami.	For a brief moment this week, excitement [MASK] the streets of both Havana and Miami.	1
1673	Please join me as we work together to fight hunger in your community.	Please join me as we work together to [MASK] hunger in your community.	1
1674	Competition is dropping prices.	Competition is [MASK] prices.	1
1675	That happens once a new product really hits the market.	That happens once a new product really [MASK] the market.	1
1676	Murkowski is pushing legislation through Congress.	Murkowski is [MASK] legislation through Congress.	1
1677	One of the seatbelt bolts refused to budge.	One of the seatbelt bolts [MASK] to budge.	1
1678	However, the stupid men laid the blame on innocent dogs.	However, the stupid men [MASK] the blame on innocent dogs.	1
1679	The future of our transportation system hangs in the balance.	The future of our transportation system [MASK] in the balance.	1
1680	The change in teaching has shaken their confidence in the Church. 	The change in teaching has [MASK] their confidence in the Church. 	1
1681	The rumors flew that this far right group was coming again.	The rumors [MASK] that this far right group was coming again.	1
1682	A special interest is how ideas travel among enterprises within or across different trades and nations.	A special interest is how ideas [MASK] among enterprises within or across different trades and nations.	1
1683	Different circumstances demand a different translation.	Different circumstances [MASK] a different translation.	1
1684	This is a Prime Minister who has got a solution staring him in the face.	This is a Prime Minister who has got a solution [MASK] him in the face.	1
1685	On Sunday, China's manufacturing data beat expectations	On Sunday, China's manufacturing data [MASK] expectations	1
1686	Comprehensive solutions marry ideas favored by one party and opposed by the other.	Comprehensive solutions [MASK] ideas favored by one party and opposed by the other.	1
1687	So before anybody starts shooting down proposals, I think we need to listen.	So before anybody starts [MASK] down proposals, I think we need to listen.	1
1688	These trucks drink as much as they can and happily spew a load of carbon into the air.	These trucks [MASK] as much as they can and happily spew a load of carbon into the air.	1
1689	Dread settled in Hutch's chest with the ache of a bad cold.	Dread [MASK] in Hutch's chest with the ache of a bad cold.	1
1690	Use whatever association strikes your fancy.	Use whatever association [MASK] your fancy.	1
1691	Then came the War and tragedy struck the little community.	Then came the War and tragedy [MASK] the little community.	1
1692	Indeed, Mr. Obama has made it clear that he will press advantages where he sees them.	Indeed, Mr. Obama has made it clear that he will [MASK] advantages where he sees them.	1
1693	Countless marriages have survived initial problems.	Countless marriages have [MASK] initial problems.	1
1694	The Bundestag in Germany lifted the ban on the Jesuit order of priests.	The Bundestag in Germany [MASK] the ban on the Jesuit order of priests.	1
1695	His kindness has really touched me. 	His kindness has really [MASK] me. 	1
1696	The good news is that even while Congress sleeps, there are those on both the right and left that recognize the dangers.	The good news is that even while Congress [MASK], there are those on both the right and left that recognize the dangers.	1
1697	No epic adventure has fed the imagination of millions of fans worldwide quite like the Star Wars series has.	No epic adventure has [MASK] the imagination of millions of fans worldwide quite like the Star Wars series has.	1
1698	Their hearts cry out for worship.	Their hearts [MASK] out for worship.	1
1699	The thriller didn’t stick its landing with all folks that ended up watching it.	The thriller didn’t [MASK] its landing with all folks that ended up watching it.	1
1700	Across the compound, a clump of trees nodded gently in the winter breeze.	Across the compound, a clump of trees [MASK] gently in the winter breeze.	1
1701	His opponents will be attacking his credibility.	His opponents will be [MASK] his credibility.	1
1702	Midwesterners try to spread the wealth evenly.	Midwesterners try to [MASK] the wealth evenly.	1
1703	Rumors spread that Coco was on good terms with the Germans.	Rumors [MASK] that Coco was on good terms with the Germans.	1
1704	By the end of Bush's presidency, unemployment climbed to 7.2%.	By the end of Bush's presidency, unemployment [MASK] to 7.2%.	1
1705	Fate stepped in during her brother’s trip to NYC in September 2007.	Fate [MASK] in during her brother’s trip to NYC in September 2007.	1
1706	These methodological blunders escaped the notice of the eminent reviewers.	These methodological blunders [MASK] the notice of the eminent reviewers.	1
1707	The U.S. Supreme Court handed a victory to generic drug companies.	The U.S. Supreme Court [MASK] a victory to generic drug companies.	1
1708	Forced overtime  burns goodwill  at an extremely high rate.	Forced overtime  [MASK] goodwill  at an extremely high rate.	1
1709	The company’s stock jumped more than five percent,	The company’s stock [MASK] more than five percent,	1
1710	At Southwest Airlines, they understand that success rides on friendly service.	At Southwest Airlines, they understand that success [MASK] on friendly service.	1
1711	I find it a constant struggle to shut my brain off sometimes.	I find it a constant struggle to [MASK] my brain off sometimes.	1
1712	Don’t go and blow your paycheck though.	Don’t go and [MASK] your paycheck though.	1
1713	My computer slipped into coma.	My computer [MASK] into coma.	1
1714	My difficult daily schedule slips by wayside.	My difficult daily schedule [MASK] by wayside.	1
1715	"The courts have attached broad meaning to the term ""interstate commerce""."	"The courts have [MASK] broad meaning to the term ""interstate commerce""."	1
1716	5 states are still solidly or strongly leaning Republican.	5 states are still solidly or strongly [MASK] Republican.	1
1717	Instead, Bernanke leaned on Congress to do more.	Instead, Bernanke [MASK] on Congress to do more.	1
1718	Apple has rolled out a new commercial for the iPad	Apple has [MASK] out a new commercial for the iPad	1
1719	Look at their smiling faces and their zeal as they try to wash their sins away.	Look at their smiling faces and their zeal as they try to [MASK] their sins away.	1
1720	Like last year, Android tablets are stealing the spotlight.	Like last year, Android tablets are [MASK] the spotlight.	1
1721	The stress test results stole the show from the Fed.	The stress test results [MASK] the show from the Fed.	1
1722	Out-of-control spending was hurting the economy.	Out-of-control spending was [MASK] the economy.	1
1723	This is where some professionals may stretch the truth because they also know this is very important to you. 	This is where some professionals may [MASK] the truth because they also know this is very important to you. 	1
1724	There are many things in life that can knock your confidence.	There are many things in life that can [MASK] your confidence.	1
1725	Once my phone was paired the car complained that my SD card was corrupt.	Once my phone was paired the car [MASK] that my SD card was corrupt.	1
1726	Your destiny is tied to the person you work for.	Your destiny is [MASK] to the person you work for.	1
1727	I really hope society wakes up soon.	I really hope society [MASK] up soon.	1
1728	This would do more to clean up government than a lot of other proposals would, but that is just my opinion.	This would do more to [MASK] up government than a lot of other proposals would, but that is just my opinion.	1
1729	I recently landed a nursing internship, which I am currently enjoying.	I recently [MASK] a nursing internship, which I am currently enjoying.	1
1730	We need to kick our addiction to carbon.	We need to [MASK] our addiction to carbon.	1
1731	In his views as the primary electorate swings further right.	In his views as the primary electorate [MASK] further right.	1
1732	The Great Depression dragged the market down with it.	The Great Depression [MASK] the market down with it.	1
1733	Life rushes to replace death.	Life [MASK] to replace death.	1
1734	This one speech could sink his candidacy.	This one speech could [MASK] his candidacy.	1
1735	But it is in the company framework that buries initiative.	But it is in the company framework that [MASK] initiative.	1
1736	Mitt Romney swept five primaries on Tuesday night.	Mitt Romney [MASK] five primaries on Tuesday night.	1
1737	The rich are getting richer while the middle class slides into poverty.	The rich are getting richer while the middle class [MASK] into poverty.	1
1738	Plainly, Ehud Olmert, Israel’s prime minister, should grab any opportunity to talk.	Plainly, Ehud Olmert, Israel’s prime minister, should [MASK] any opportunity to talk.	1
1739	Headlines scream of pollution and dwindling natural resources.	Headlines [MASK] of pollution and dwindling natural resources.	1
1740	Primary battles have torn the party apart.	Primary battles have [MASK] the party apart.	1
1741	Nonetheless, an established cult of fans digs this activity.	Nonetheless, an established cult of fans [MASK] this activity.	1
1742	However, the funding dried up in 2007.	However, the funding [MASK] up in 2007.	1
1743	The German economy shrugged off the impact of eurozone debt crisis.	The German economy [MASK] off the impact of eurozone debt crisis.	1
1744	The economy sailed through the world recession of 2001.	The economy [MASK] through the world recession of 2001.	1
1745	The government dreams up regulations that affect pubs every day.	The government [MASK] up regulations that affect pubs every day.	1
1746	The creativity flowed from the parents as well as the children.	The creativity [MASK] from the parents as well as the children.	1
1747	The pride bursts from my heart.	The pride [MASK] from my heart.	1
1748	Airports are swimming in money from passenger fees.	Airports are [MASK] in money from passenger fees.	1
1749	Communism collapsed world-wide.	Communism [MASK] world-wide.	1
1750	She hated strangers approaching her for any reason.	She hated strangers [MASK] her for any reason.	0
1751	The camp smoke arose from the usual places as far as I could see.	The camp smoke [MASK] from the usual places as far as I could see.	0
1752	The bus eventually arrived.	The bus eventually [MASK].	0
1753	Attach a drain hose to the radiator drain.	[MASK] a drain hose to the radiator drain.	0
1754	Somali pirates have attacked 62 ships.	Somali pirates have [MASK] 62 ships.	0
1755	In a large bowl, beat eggs until foamy.	In a large bowl, [MASK] eggs until foamy.	0
1756	A suicide bomber blew up his sport-utility vehicle in the middle of a village volleyball game.	A suicide bomber [MASK] up his sport-utility vehicle in the middle of a village volleyball game.	0
1757	Amidst all of that commotion, my wife’s car broke down while she was out getting us pizza.	Amidst all of that commotion, my wife’s car [MASK] down while she was out getting us pizza.	0
1758	Her son broke my window.	Her son [MASK] my window.	0
1759	It is imperative that you bring your own food.	It is imperative that you [MASK] your own food.	0
1760	I love that these candles burn clean!	I love that these candles [MASK] clean!	0
1761	Fireworks burst over the stadium and lit the night sky.	Fireworks [MASK] over the stadium and lit the night sky.	0
1762	The Army started burying soldiers along the northern border of the Arlington estate.	The Army started [MASK] soldiers along the northern border of the Arlington estate.	0
1763	Ships typically carry up to 12 passengers in comfortable single or double cabins.	Ships typically [MASK] up to 12 passengers in comfortable single or double cabins.	0
1764	We each caught another salmon that day, too.	We each [MASK] another salmon that day, too.	0
1765	Clean a carpet stain immediately, even if you can't see it.	[MASK] a carpet stain immediately, even if you can't see it.	0
1766	They climb the stairs to the top of the dam	They [MASK] the stairs to the top of the dam	0
1767	The police closed the main exit road.	The police [MASK] the main exit road.	0
1768	Jim closed the book.	Jim [MASK] the book.	0
1769	A bridge had collapsed due to the rains.	A bridge had [MASK] due to the rains.	0
1770	Some reviewers have complained about the smell.	Some reviewers have [MASK] about the smell.	0
1771	By this time the young boy was crying.	By this time the young boy was [MASK].	0
1772	I used to cut grass on a golf course when I was in college.	I used to [MASK] grass on a golf course when I was in college.	0
1773	The judges decide on the winner of the category.	The judges [MASK] on the winner of the category.	0
1774	The protesters demanded the release of the jailed students.	The protesters [MASK] the release of the jailed students.	0
1775	Her father died when she was very young.	Her father [MASK] when she was very young.	0
1776	I found them while the workmen were digging this pond.	I found them while the workmen were [MASK] this pond.	0
1777	He dragged his suitcase up the stairs of the inn.	He [MASK] his suitcase up the stairs of the inn.	0
1778	Some brides dream of an elegant formal ceremony in a huge castle.	Some brides [MASK] of an elegant formal ceremony in a huge castle.	0
1779	Most informants agreed that camels drink more water in the winter than in the summer.	Most informants agreed that camels [MASK] more water in the winter than in the summer.	0
1780	The driver was driving on the wrong side of the road and did not see Joshua.	The driver was [MASK] on the wrong side of the road and did not see Joshua.	0
1781	This paint dries fast!	This paint [MASK] fast!	0
1782	If you don’t eat breakfast and you’re tired by 9 am.	If you don’t [MASK] breakfast and you’re tired by 9 am.	0
1783	Passing through the hallway visitors enter into the dining room.	Passing through the hallway visitors [MASK] into the dining room.	0
1784	 A couple of prisoners have escaped from the jail near Reykjavik, Iceland. 	 A couple of prisoners have [MASK] from the jail near Reykjavik, Iceland. 	0
1785	All the leaves had fallen from the trees.	All the leaves had [MASK] from the trees.	0
1786	The farmer arrived to feed the cows.	The farmer arrived to [MASK] the cows.	0
1787	You will be able to fill the water bottle at a fountain.	You will be able to [MASK] the water bottle at a fountain.	0
1788	Yesterday lava flowed 90 meters wide as far out as a hundred meters from the shoreline.	Yesterday lava [MASK] 90 meters wide as far out as a hundred meters from the shoreline.	0
1789	Contra planes flew north to the U.S., loaded with cocaine.	Contra planes [MASK] north to the U.S., loaded with cocaine.	0
1790	A man went to a city.	A man [MASK] to a city.	0
1791	She grabbed a towel and wrapped it around her head.	She [MASK] a towel and wrapped it around her head.	0
1792	And then my dad had a garden, so he grew vegetables.	And then my dad had a garden, so he [MASK] vegetables.	0
1793	A week later we handed the keys to our old apartment to our landlord.	A week later we [MASK] the keys to our old apartment to our landlord.	0
1794	I remember my head hit the ground.	I remember my head [MASK] the ground.	0
1795	As soon as I lie down my stomach hurts again.	As soon as I lie down my stomach [MASK] again.	0
1796	Now the fish are jumping out of the pond right into my net!	Now the fish are [MASK] out of the pond right into my net!	0
1797	To score this point, a kicker must kick the football through the goal posts.	To score this point, a [MASK]er must [MASK] the football through the goal posts.	0
1798	In July, a suicide bomber killed three people including the top justice official in the region.	In July, a suicide bomber [MASK] three people including the top justice official in the region.	0
1799	How do you feel when a salesman knocks at your door when you're hurriedly getting ready for the office?	How do you feel when a salesman [MASK] at your door when you're hurriedly getting ready for the office?	0
1800	The helicopter landed in the snow.	The helicopter [MASK] in the snow.	0
1801	Iran plans to launch an additional satellite.	Iran plans to [MASK] an additional satellite.	0
1802	The couple laid a wreath at the Tomb of the Unknown Soldier.	The couple [MASK] a wreath at the Tomb of the Unknown Soldier.	0
1803	I shouted to the driver, who was leaning his head out the window.	I shouted to the driver, who was [MASK] his head out the window.	0
1804	The pharmacist leaned forward and said he understood.	The pharmacist [MASK] forward and said he understood.	0
1805	These muscles are used to help lift your legs.	These muscles are used to help [MASK] your legs.	0
1806	If my children lived nearby, I would be babysitting.	If my children [MASK] nearby, I would be babysitting.	0
1807	People love to be asked about what they’re working on.	People [MASK] to be asked about what they’re working on.	0
1808	My daughter has married an Indian man and we attended the traditional Hindu wedding.	My daughter has [MASK] an Indian man and we attended the traditional Hindu wedding.	0
1809	I met a girl who claimed she was in the circus.	I [MASK] a girl who claimed she was in the circus.	0
1810	The object then moved slowly away.	The object then [MASK] slowly away.	0
1811	The man nodded his approval and walked around to me.	The man [MASK] his approval and walked around to me.	0
1812	Miranda opened her mouth to reply, but no words came out.	Miranda [MASK] her mouth to reply, but no words came out.	0
1813	Note that the antennas are pointing in different directions.	Note that the antennas are [MASK] in different directions.	0
1814	The horse pulled his head away and lipped the man's nose.	The horse [MASK] his head away and lipped the man's nose.	0
1815	The steam pushed the piston up and down.	The steam [MASK] the piston up and down.	0
1816	At Pitzer College on Wednesday night, nearly 150 students raised their hands.	At Pitzer College on Wednesday night, nearly 150 students [MASK] their hands.	0
1817	What can you do if the landlord refuses to make repairs to the premises?	What can you do if the landlord [MASK] to make repairs to the premises?	0
1818	A pair of cowboys rode into town.	A pair of cowboys [MASK] into town.	0
1819	Columns of smoke rose from fires burning out of control.	Columns of smoke [MASK] from fires burning out of control.	0
1820	The tears rolled down the poor child's face.	The tears [MASK] down the poor child's face.	0
1821	I rarely have a chance to see my horses run.	I rarely have a chance to see my horses [MASK].	0
1822	Reporters rushed to the scene.	Reporters [MASK] to the scene.	0
1823	The doctor said it would heal fine that way.	The doctor [MASK] it would heal fine that way.	0
1824	The crowd screamed and sang along as usual.	The crowd [MASK] and sang along as usual.	0
1825	Hawaii of course was settled by Polynesian immigrants from Tahiti about one thousand years ago.	Hawaii of course was [MASK] by Polynesian immigrants from Tahiti about one thousand years ago.	0
1826	The young man shook his head.	The young man [MASK] his head.	0
1827	He just shrugged his shoulders.	He just [MASK] his shoulders.	0
1828	The ship was sunk by a Soviet submarine.	The ship was [MASK] by a Soviet submarine.	0
1829	His cat was now sitting expectantly upon his feet.	His cat was now [MASK] expectantly upon his feet.	0
1830	Most babies sleep primarily in their parent’s room for months.	Most babies [MASK] primarily in their parent’s room for months.	0
1831	The top right-hand drawer slid open at a touch.	The top right-hand drawer [MASK] open at a touch.	0
1832	Theo's foot slipped on the slick stone.	Theo's foot [MASK] on the slick stone.	0
1833	Dean slips his own knife into the sheath in the back of his pants	Dean [MASK] his own knife into the sheath in the back of his pants	0
1834	Frodo smiled amid his tears.	Frodo [MASK] amid his tears.	0
1835	Use a small brush to spread glue on the egg.	Use a small brush to [MASK] glue on the egg.	0
1836	For a while, the headless statue stood in the front yard of a neighboring home.	For a while, the headless statue [MASK] in the front yard of a neighboring home.	0
1837	Frodo stared at the stone in his palm for a few moments.	Frodo [MASK] at the stone in his palm for a few moments.	0
1838	The thief stole the photo from the museum in Prague.	The thief [MASK] the photo from the museum in Prague.	0
1839	The engineer stole Boeing trade secrets.	The engineer [MASK] Boeing trade secrets.	0
1840	Blair stepped out of the car to meet him.	Blair [MASK] out of the car to meet him.	0
1841	Beth turned her head and stuck her tongue at me.	Beth turned her head and [MASK] her tongue at me.	0
1842	Frank stretched his arm out across the length of the back of the bench.	Frank [MASK] his arm out across the length of the back of the bench.	0
1843	Some women suffer no pain at all.	Some women [MASK] no pain at all.	0
1844	The bar supports the full weight of the person.	The bar [MASK] the full weight of the person.	0
1845	Can humans survive without water?	Can humans [MASK] without water?	0
1846	The old man was sweeping the floor.	The old man was [MASK] the floor.	0
1847	There were over a dozen whale sharks swimming around us.	There were over a dozen whale sharks [MASK] around us.	0
1848	Have you ever seen a politician talking to a rich person on TV?	Have you ever seen a politician [MASK] to a rich person on TV?	0
1849	Older patients may tear the rotator cuff during the dislocation.	Older patients may [MASK] the rotator cuff during the dislocation.	0
1850	Scientists think they have discovered the first liquid sea outside of Earth on Saturn's largest moon, Titan.	Scientists [MASK] they have discovered the first liquid sea outside of Earth on Saturn's largest moon, Titan.	0
1851	Lebanese throw rocks at Israeli soldiers.	Lebanese [MASK] rocks at Israeli soldiers.	0
1852	Then you can also tie a ribbon around the card to make it look pretty.	Then you can also [MASK] a ribbon around the card to make it look pretty.	0
1853	The longer of the two ladders is not touching the ground.	The longer of the two ladders is not [MASK] the ground.	0
1854	All passengers travel in cabins, and all cabins have a private shower & toilet.	All passengers [MASK] in cabins, and all cabins have a private shower & toilet.	0
1855	Jim turned and walked into the waiting room.	Jim [MASK] and walked into the waiting room.	0
1856	One morning at daybreak, thunder woke him. 	One morning at daybreak, thunder [MASK] him. 	0
1857	Misha walks his dogs in the park.	Misha [MASK] his dogs in the park.	0
1858	Pedestrians walk between cafes and other small businesses.	Pedestrians [MASK] between cafes and other small businesses.	0
1859	We always wear helmets when we are riding bikes.	We always [MASK] helmets when we are riding bikes.	0
1860	Today volunteers welcome visitors and groups of all sizes.	Today volunteers [MASK] visitors and groups of all sizes.	0
